file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\Git_Projects\vertx-examples\opentracing-examples\src\main\java\io\vertx\example\tracing\ChuckNorrisJokesVerticle.java,io.vertx.example.tracing.ChuckNorrisJokesVerticle,class,10,12,2,10,5,2,0,27,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,34,1,1,0,0,0,8,6,8,0,12,3,0,0,4,41,1,0
E:\Git_Projects\vertx-examples\zipkin-examples\src\main\java\io\vertx\example\tracing\ChuckNorrisJokesVerticle.java,ChuckNorrisJokesVerticle,class,11,11,0,11,5,1,0,27,0,0.25,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,34,1,1,0,0,0,8,6,8,0,12,3,0,0,4,41,1,0
E:\Git_Projects\vertx-examples\web-graphql-examples\src\main\java\io\vertx\example\web\graphql\User.java,io.vertx.example.web.graphql.User,class,0,2,2,0,2,1,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0
E:\Git_Projects\vertx-examples\spring-examples\spring-verticle-factory\src\main\java\io\vertx\examples\spring\verticlefactory\Greeter.java,io.vertx.examples.spring.verticlefactory.Greeter,class,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0
E:\Git_Projects\vertx-examples\rxjava-3-examples\src\main\java\io\vertx\example\rxjava3\web\client\simple\Client.java,io.vertx.example.rxjava3.web.client.simple.Client,class,5,6,1,5,2,2,0,10,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,1,2,3,5,0,0,0,3,13,1,0
E:\Git_Projects\vertx-examples\core-examples\src\main\java\io\vertx\example\core\http\websockets\Client.java,io.vertx.example.core.http.websockets.Client,class,3,4,1,3,2,2,0,12,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6,1,1,1,3,2,0,0,2,13,1,0
E:\Git_Projects\vertx-examples\rxjava-2-examples\src\main\java\io\vertx\example\reactivex\services\serviceproxy\SomeDatabaseServiceVerticle.java,io.vertx.example.reactivex.services.serviceproxy.SomeDatabaseServiceVerticle,class,4,5,1,4,2,2,0,6,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,10,0,0,0,0,0,3,0,1,0,1,0,0,0,0,11,1,0
E:\Git_Projects\vertx-examples\web-api-service-example\src\main\java\io\vertx\examples\webapiservice\models\Transaction.java,io.vertx.examples.webapiservice.models.Transaction,class,4,9,5,4,14,1,0,7,39,0.71428573,0.2857143,0.72527474,14,0,14,0,0,0,14,0,0,0,5,0,0,5,0,0,0,0,0,64,11,0,0,0,0,0,0,16,0,6,0,0,0,0,28,1,0
E:\Git_Projects\vertx-examples\virtual-threads-examples\src\main\java\io\vertx\example\virtualthreads\HttpClientExample.java,io.vertx.example.virtualthreads.HttpClientExample,class,4,5,1,4,2,2,0,18,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,7,2,7,1,8,1,0,0,1,23,1,0
E:\Git_Projects\vertx-examples\rxjava-2-examples\src\main\java\io\vertx\example\reactivex\database\sqlclient\Streaming.java,io.vertx.example.reactivex.database.sqlclient.Streaming,class,4,5,1,4,2,2,0,15,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,11,0,2,1,8,3,0,0,7,38,1,0
E:\Git_Projects\vertx-examples\rxjava-2-examples\src\main\java\io\vertx\example\reactivex\eventbus\zipreplies\Receiver.java,io.vertx.example.reactivex.eventbus.zipreplies.Receiver,class,3,4,1,3,2,2,0,8,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,4,2,2,4,1,0,0,2,13,1,0
E:\Git_Projects\vertx-examples\web-api-service-example\src\main\java\io\vertx\examples\webapiservice\persistence\impl\TransactionPersistenceImpl.java,io.vertx.examples.webapiservice.persistence.impl.TransactionPersistenceImpl,class,2,3,1,2,8,1,0,11,0,0.0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,2,24,5,0,2,0,0,0,0,3,0,3,0,0,0,0,22,1,0
